,Rk,Player,Pos,MP,Starts,Min,90s,Gls,Ast,NPG,PG,PA_x,YC,RC,Gls/90,Ast/90,G+A/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,SCA,SCA/90,SCPass,SCDeadPass,SCDrib,GCA,GCA/90,GCPass,GCDeadPass,GCDrib,PossTkl,TklDef3rd,TklMid3rd,TklAtt3rd,DriblTkl%,DriblledPast,%SuccPress,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,ShotBlocks,Interception,Clearances,GoalErrors,TCP,PA_y,TotDist,PrgDist,TSPC,SPA,TMPC,MPA,TLPC,LPA,KeyP,Pass18,Cross18,ProgPass,Live,Dead,FKPass,PressPass,Cross,LeftP,RightP,Touches,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,SuccDrib,AtmpDrib,Nutnegs,Carries,TotDistCarry,PrgDistCarry,CarryAtt3rd,Carry18Yd,CarryDIsp
366,305,Jacob Murphy,"DF,MF",16,7,792,8.8,1,1,1,0,0,2,0,0.11,0.11,0.23,0.9,0.9,0.9,1.8,0.11,0.1,0.21,0.11,0.21,20,2.27,17,0,2,1,0.11,1,0,0,15,19,8,2,40.9,13,23.1,84,50,26,16,1,20,8,0,240,370,4313,1766,110,136,94,131,30,76,8,12,6,28,288,82,9,47,32,52,223,475,139,192,178,26,7,15,1,272,1941,1200,15,3,10
367,306,Enock Mwepu,MF,11,7,639,7.1,1,3,1,0,0,1,0,0.14,0.42,0.56,1.4,1.4,1.1,2.5,0.2,0.15,0.35,0.2,0.35,15,2.11,12,0,0,5,0.7,4,0,0,10,5,10,4,22.7,17,27.0,47,62,39,13,1,9,12,0,193,262,2955,691,105,131,68,86,14,29,5,4,0,15,260,2,1,50,4,30,207,361,76,185,130,26,10,18,0,238,1116,612,11,4,8
368,307,Marvelous Nakamba,MF,12,8,758,8.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,6,0.71,5,0,0,0,0.0,0,0,0,16,13,9,1,34.5,19,29.0,75,65,15,15,4,18,12,0,271,314,4586,1285,128,145,118,131,21,31,3,1,0,26,306,8,7,40,1,253,37,399,128,239,48,0,3,5,0,232,1067,391,4,0,8
369,308,Wilfred Ndidi,"MF,DF",13,13,1170,13.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.07,0.0,0.07,0.07,0.07,8,0.62,5,0,0,2,0.15,1,0,0,39,31,23,3,43.2,21,31.9,127,162,31,21,3,29,41,0,536,655,9205,2189,251,292,235,264,40,69,0,2,0,39,643,12,11,119,2,70,519,835,299,465,103,12,4,6,0,489,2201,880,7,0,9
370,309,Tanguy Ndombele,MF,9,6,484,5.4,1,1,1,0,0,1,0,0.19,0.19,0.37,0.5,0.5,0.4,0.9,0.09,0.07,0.16,0.09,0.16,13,2.42,10,0,1,1,0.19,1,0,0,10,4,8,1,16.7,5,29.5,24,45,19,2,1,3,3,0,228,264,3672,827,120,129,81,95,20,25,4,4,0,20,256,8,2,34,2,20,238,352,46,217,114,13,13,24,1,264,1289,794,15,7,19
371,310,Reiss Nelson,FW,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.18,0.35,0.16,0.35,3,13.5,2,0,0,0,0.0,0,0,0,0,0,1,0,,0,25.0,2,5,1,0,0,1,0,0,10,11,117,17,6,6,3,3,0,0,1,0,0,1,11,0,0,0,0,2,8,16,0,7,10,2,0,0,0,11,44,14,0,0,0
372,311,Rúben Neves,MF,18,16,1436,16.0,1,1,1,0,0,6,0,0.06,0.06,0.13,0.6,0.6,1.4,2.0,0.04,0.09,0.13,0.04,0.13,30,1.88,25,2,0,2,0.13,2,0,0,24,19,16,4,29.4,36,27.4,126,171,32,21,3,25,31,1,828,1018,20264,4275,180,214,412,465,232,316,13,15,0,76,983,35,27,178,10,97,883,1173,291,724,214,6,9,12,1,835,3090,1460,14,2,12
373,312,Jeremy Ngakia,DF,10,4,493,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.01,0.04,0.05,0.01,0.05,6,1.1,4,2,0,1,0.18,1,0,0,12,18,1,2,59.1,9,34.0,68,25,13,8,1,19,8,0,186,249,3407,1673,77,90,84,100,22,48,1,5,1,19,189,60,7,39,8,12,155,306,121,123,80,2,8,13,2,152,710,399,9,0,4
374,313,Saúl Ñíguez,"MF,FW",5,2,164,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,0,0.0,0,0,0,0,0.0,0,0,0,3,2,1,2,40.0,3,27.8,15,15,6,5,1,4,2,1,103,120,1849,282,48,52,41,48,12,17,0,0,0,2,112,8,8,11,2,86,24,154,35,92,29,3,1,4,0,80,303,79,0,0,7
375,314,Eddie Nketiah,"FW,MF",3,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,0.76,0.68,1.44,0.76,1.44,3,6.59,3,0,0,0,0.0,0,0,0,1,0,2,1,,0,28.6,0,2,5,1,0,1,0,0,21,23,354,54,9,9,12,13,0,1,2,2,0,2,23,0,0,0,1,5,17,36,6,18,14,5,0,0,0,28,177,117,2,2,1
376,315,Nicolas Nkoulou,DF,3,2,168,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1,0.54,1,0,0,0,0.0,0,0,0,0,0,1,0,,0,71.4,5,2,0,5,2,0,10,0,46,53,1088,162,10,11,24,27,11,14,1,0,0,1,52,1,1,0,0,4,46,71,38,33,2,0,1,1,0,42,126,47,0,0,1
377,316,Mark Noble,MF,4,1,96,1.1,1,0,0,1,2,0,0,0.94,0.0,0.94,1.5,0.0,0.0,0.0,1.42,0.0,1.42,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,1,0,1,0,,0,30.8,4,6,3,0,0,1,1,0,55,65,1033,274,19,21,31,32,5,12,0,0,0,3,62,3,1,6,0,2,61,71,14,53,7,2,1,1,0,43,161,56,1,0,0
378,317,Mathias Normann,MF,9,9,703,7.8,1,1,1,0,0,4,0,0.13,0.13,0.26,0.7,0.7,0.4,1.1,0.09,0.05,0.14,0.09,0.14,22,2.82,9,2,4,2,0.26,2,0,0,10,12,5,1,33.3,8,14.8,47,61,7,13,6,9,20,0,211,322,4894,1726,69,84,92,130,46,95,6,7,2,30,298,24,8,57,7,31,249,431,145,222,82,1,14,18,0,238,1143,548,5,0,7
379,318,Christian Nørgaard,MF,18,18,1586,17.6,1,1,1,0,0,5,0,0.06,0.06,0.11,2.1,2.1,1.3,3.3,0.12,0.07,0.19,0.12,0.19,23,1.31,21,0,1,2,0.11,2,0,0,50,25,39,6,53.8,24,33.2,118,199,32,30,5,46,24,1,685,871,12821,3927,281,345,304,356,88,138,13,11,2,88,814,57,29,142,5,129,641,1067,294,649,166,33,6,11,0,547,2280,1183,10,2,13
380,319,Angelo Ogbonna,DF,11,11,921,10.2,1,0,1,0,0,1,0,0.1,0.0,0.1,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03,2,0.2,2,0,0,1,0.1,1,0,0,8,8,5,0,28.6,5,32.0,32,15,3,7,4,13,38,0,392,452,8588,2244,98,103,226,240,65,103,0,0,0,10,447,5,3,41,0,264,156,528,293,251,14,8,0,0,0,353,1947,714,1,0,1
381,320,Michael Olise,"FW,MF",13,2,321,3.6,2,3,2,0,0,2,0,0.56,0.84,1.4,0.4,0.4,1.4,1.7,0.1,0.39,0.49,0.1,0.49,14,3.93,11,1,0,5,1.4,4,0,0,6,3,2,2,25.0,3,39.5,25,38,23,6,0,4,2,0,159,212,2768,827,72,79,72,95,13,33,7,10,3,20,187,25,9,28,19,168,29,271,26,120,154,17,4,14,0,184,1279,849,18,3,12
382,321,Andrew Omobamidele,DF,5,4,382,4.2,1,0,1,0,0,1,0,0.24,0.0,0.24,0.3,0.3,0.0,0.3,0.07,0.0,0.07,0.07,0.07,0,0.0,0,0,0,0,0.0,0,0,0,3,5,3,0,50.0,6,29.2,36,12,0,10,10,10,17,0,196,227,3983,1131,68,78,94,103,32,42,0,0,0,13,211,16,8,27,0,19,178,278,139,145,17,2,0,0,0,163,933,538,5,0,1
383,322,Tyler Onyango,"FW,MF",2,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,25.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,323,Frank Onyeka,MF,17,11,943,10.5,0,0,0,0,0,4,0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,0.09,0.02,0.1,0.09,0.1,17,1.62,11,0,1,1,0.1,0,0,0,14,13,10,4,22.2,14,29.7,92,93,34,17,2,13,12,0,245,305,4320,887,104,127,111,128,26,37,4,6,0,23,295,10,2,54,8,30,233,433,114,225,124,16,10,15,0,267,1618,874,9,3,18
385,324,Divock Origi,FW,3,0,41,0.5,2,0,2,0,0,0,0,4.39,0.0,4.39,0.7,0.7,0.0,0.7,1.47,0.0,1.47,1.47,1.47,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,33.3,1,4,4,1,0,2,0,0,11,15,111,12,8,12,1,1,0,0,0,0,0,0,15,0,0,2,0,1,14,29,2,4,23,11,1,2,0,22,66,27,0,1,1
386,325,Alex Oxlade-Chamberlain,"MF,FW",14,6,592,6.6,0,1,0,0,0,0,0,0.0,0.15,0.15,0.5,0.5,0.6,1.1,0.07,0.09,0.16,0.07,0.16,14,2.13,10,0,2,1,0.15,1,0,0,10,2,5,4,25.0,9,34.1,16,61,46,8,2,8,6,0,252,319,5305,1223,85,105,113,132,49,67,5,13,2,38,313,6,2,46,13,28,276,394,41,212,180,22,8,12,0,292,1668,1008,28,5,15
387,326,Cole Palmer,"FW,MF",4,1,123,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.23,0.17,0.39,0.23,0.39,7,5.12,4,0,0,1,0.73,0,0,0,2,1,1,0,0.0,1,20.7,3,11,15,2,0,2,0,0,44,52,616,112,29,31,11,14,4,6,2,4,0,5,52,0,0,12,4,44,5,75,5,29,46,15,1,3,1,56,256,130,2,3,4
388,327,Emerson Palmieri,DF,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,2,8,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,2,0,1,1,1,0,0,0,2,10,2,0,0,0
389,328,Thomas Partey,MF,16,15,1324,14.7,1,0,1,0,0,3,0,0.07,0.0,0.07,1.5,1.5,0.7,2.1,0.1,0.05,0.15,0.1,0.15,35,2.38,26,0,4,1,0.07,1,0,0,25,14,17,3,37.5,20,32.0,76,103,18,22,4,19,25,1,647,752,12565,3228,268,299,266,298,105,140,10,8,0,79,735,17,17,98,2,55,652,909,269,537,173,13,17,24,3,608,3238,1745,20,1,10
390,329,João Pedro,"MF,FW",13,3,544,6.0,1,1,1,0,0,1,0,0.17,0.17,0.33,1.0,1.0,1.7,2.7,0.16,0.29,0.45,0.16,0.45,23,3.81,16,0,2,3,0.5,2,0,0,5,2,3,0,20.0,8,26.0,27,47,30,7,1,7,5,0,111,173,1889,652,60,84,35,52,13,27,10,9,3,19,167,6,0,47,9,21,122,266,30,130,126,23,12,21,2,167,1053,591,10,4,19
391,330,Nicolas Pépé,"FW,MF",9,5,505,5.6,0,1,0,0,0,0,0,0.0,0.18,0.18,1.6,1.6,1.6,3.3,0.29,0.29,0.58,0.29,0.58,25,4.46,13,9,1,3,0.53,1,0,0,6,5,2,2,40.0,3,26.2,25,30,29,10,0,8,2,1,197,254,3190,783,106,124,68,82,16,36,12,6,2,10,218,36,2,47,7,217,16,356,53,113,210,44,11,25,1,242,1082,515,9,7,14
392,331,Ricardo Pereira,DF,8,8,595,6.6,0,2,0,0,0,1,0,0.0,0.3,0.3,0.3,0.3,1.1,1.4,0.05,0.17,0.22,0.05,0.22,16,2.42,14,0,1,5,0.76,3,0,1,13,13,10,3,46.4,15,28.3,48,57,22,20,3,14,20,0,274,350,4471,1539,145,167,109,131,18,38,6,11,2,26,293,57,1,47,10,32,244,441,133,222,101,13,6,11,2,265,900,547,4,3,3
393,332,Ayoze Pérez,"FW,MF",7,3,219,2.4,0,2,0,0,0,0,1,0.0,0.82,0.82,1.0,1.0,0.7,1.7,0.43,0.27,0.7,0.43,0.7,10,4.11,9,0,0,1,0.41,1,0,0,2,0,3,0,0.0,3,25.9,11,32,11,5,0,2,1,0,58,72,873,257,35,41,16,22,5,6,6,2,0,11,71,1,0,21,3,7,54,109,14,62,40,14,1,6,1,68,278,173,6,2,3
394,333,Romain Perraud,DF,8,7,612,6.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,7,1.03,6,0,0,0,0.0,0,0,0,10,6,5,5,71.4,2,30.5,40,38,27,8,1,10,18,0,156,264,2256,1065,94,114,54,94,3,37,4,7,2,16,197,67,1,33,16,170,9,331,84,143,120,7,2,6,0,162,956,498,9,2,4
395,334,Kalvin Phillips,MF,12,12,999,11.1,0,1,0,0,0,2,0,0.0,0.09,0.09,0.5,0.5,0.2,0.7,0.05,0.02,0.06,0.05,0.06,16,1.44,12,1,0,3,0.27,3,0,0,28,18,15,5,28.6,20,34.6,102,147,60,27,7,23,19,1,515,627,11743,2859,139,167,260,280,111,165,6,8,2,41,602,25,17,77,5,66,525,769,257,431,131,7,4,8,0,484,2287,914,6,2,15
396,335,Jaden Philogene Bidace,FW,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,0,0,1
397,336,Jordan Pickford,GK,17,17,1530,17.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.06,0,1,0,0,0.0,0,0,0,0,1,0,0,,0,0.0,2,0,0,0,0,0,1,0,270,530,10693,7308,32,32,92,95,144,401,1,0,0,0,345,185,50,33,0,358,69,581,571,10,0,0,0,0,0,254,1597,863,0,0,0
398,337,Erik Pieters,"DF,MF",4,1,112,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,3,8,0,0,50.0,4,30.3,21,12,0,4,1,4,2,1,37,50,673,298,17,22,12,14,6,10,0,0,0,2,42,8,1,6,2,40,2,72,27,32,17,1,0,1,0,35,159,90,2,0,0
399,338,Ethan Pinnock,DF,18,18,1527,17.0,1,1,1,0,0,0,0,0.06,0.06,0.12,1.2,1.2,1.2,2.5,0.07,0.07,0.15,0.07,0.15,13,0.77,13,0,0,1,0.06,1,0,0,24,28,7,2,52.4,10,38.1,87,44,8,19,5,33,92,0,707,909,14201,5094,233,272,368,447,98,169,10,5,2,33,767,142,27,102,19,596,66,1110,604,425,127,42,1,1,0,484,2648,1405,6,0,6
400,339,Daniel Podence,"FW,MF",13,5,521,5.8,0,2,0,0,0,0,0,0.0,0.35,0.35,0.9,0.9,1.7,2.7,0.16,0.3,0.46,0.16,0.46,21,3.63,16,0,1,2,0.35,2,0,0,3,4,0,1,42.9,4,26.4,16,25,31,7,0,1,0,0,153,202,2441,810,83,101,46,62,15,22,11,14,4,23,191,11,1,38,14,25,166,269,35,104,158,25,17,30,1,221,1266,830,18,11,8
401,340,Paul Pogba,"MF,FW",9,7,631,7.0,0,7,0,0,0,4,1,0.0,1.0,1.0,1.6,1.6,1.4,3.0,0.23,0.19,0.42,0.23,0.42,30,4.28,25,0,2,8,1.14,8,0,0,3,5,4,1,33.3,6,29.4,29,68,39,8,1,12,12,0,377,448,8042,2080,141,159,154,171,76,96,14,16,2,56,441,7,6,80,10,45,385,551,81,336,171,24,20,27,0,409,1753,1075,9,4,16
402,341,Nick Pope,GK,15,15,1350,15.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,5,0.33,3,2,0,0,0.0,0,0,0,0,0,0,0,0.0,1,,0,0,0,0,0,0,3,1,222,432,11024,9211,11,11,43,46,168,375,2,1,0,0,260,172,49,23,0,21,310,480,473,9,0,0,1,1,0,189,1334,789,0,0,0
403,342,Teemu Pukki,FW,18,18,1549,17.2,5,0,3,2,2,2,0,0.29,0.0,0.29,4.9,3.4,0.7,4.1,0.29,0.04,0.33,0.2,0.24,23,1.34,13,0,2,1,0.06,0,0,0,5,0,5,5,14.3,6,22.2,27,148,167,11,1,11,2,0,197,266,3015,356,109,139,72,92,11,14,8,2,0,11,218,48,0,55,11,29,208,415,28,191,217,81,11,33,1,245,1040,560,11,10,24
404,343,Christian Pulisic,"FW,MF",11,7,688,7.6,3,0,3,0,0,1,0,0.39,0.0,0.39,2.4,2.4,0.5,2.9,0.31,0.06,0.38,0.31,0.38,14,1.83,11,0,0,0,0.0,0,0,0,2,1,4,0,0.0,8,24.8,25,56,72,8,0,6,7,0,187,239,2729,593,117,134,57,72,9,15,7,6,0,14,222,17,1,45,9,43,174,356,45,135,199,48,8,24,1,258,1291,659,8,8,13
405,344,Przemysław Płacheta,"FW,MF",5,4,300,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,0.14,0.1,0.24,0.14,0.24,9,2.7,2,2,2,0,0.0,0,0,0,1,2,0,0,0.0,4,26.4,12,23,18,4,1,0,4,0,73,111,1306,358,39,46,22,33,10,21,2,2,2,5,94,17,1,23,9,88,10,151,30,54,76,11,3,5,0,100,673,363,3,4,11
406,345,Jesuran Rak Sakyi,MF,1,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,20.0,1,3,1,0,0,0,0,0,10,12,136,25,6,6,2,3,1,1,0,0,0,0,10,2,2,4,1,12,0,13,1,8,4,0,0,0,0,8,33,4,0,0,1
407,346,Aaron Ramsdale,GK,17,17,1530,17.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,1,0,410,601,12399,7846,92,93,174,176,143,330,0,0,0,0,450,151,42,57,0,39,450,644,641,4,0,0,1,1,0,338,1807,1004,0,0,0
408,347,Jacob Ramsey,"MF,FW",17,13,1068,11.9,2,0,2,0,0,3,0,0.17,0.0,0.17,1.3,1.3,0.7,2.0,0.11,0.06,0.17,0.11,0.17,24,2.02,18,0,0,0,0.0,0,0,0,15,11,12,1,34.8,15,23.5,77,106,47,15,2,14,10,0,335,398,5907,1653,158,176,133,151,39,51,9,11,1,40,393,5,0,67,9,76,298,554,100,295,222,26,7,15,1,400,2712,1473,25,3,19
409,348,Marcus Rashford,"FW,MF",11,7,600,6.7,2,1,2,0,0,1,0,0.3,0.15,0.45,1.1,1.1,1.1,2.3,0.17,0.17,0.34,0.17,0.34,19,2.85,10,0,3,1,0.15,1,0,0,3,2,2,0,42.9,4,30.9,12,44,41,5,1,3,4,1,158,229,2346,419,94,128,48,64,10,21,6,7,2,16,225,4,2,37,13,19,192,303,34,128,164,36,14,29,3,208,1091,660,10,8,13
410,349,Milot Rashica,"FW,MF",13,8,807,9.0,0,1,0,0,0,0,0,0.0,0.11,0.11,1.1,1.1,1.0,2.1,0.12,0.11,0.24,0.12,0.24,21,2.34,13,5,1,2,0.22,1,1,0,10,2,8,3,46.7,8,27.6,42,38,43,12,1,14,8,0,163,254,3123,790,76,92,59,85,26,66,13,8,4,15,217,37,6,50,32,45,180,380,72,156,187,23,10,27,3,244,1925,1320,19,8,19
411,350,David Raya,GK,9,9,810,9.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.11,1,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,266,413,8805,5943,42,42,111,112,111,256,0,1,0,0,306,107,30,28,0,37,302,433,430,5,0,0,0,0,0,218,1116,585,0,0,0
412,351,Nathan Redmond,"MF,FW",16,12,1141,12.7,0,4,0,0,0,0,0,0.0,0.32,0.32,1.8,1.8,3.2,4.9,0.14,0.25,0.39,0.14,0.39,43,3.39,33,4,1,4,0.32,3,1,0,7,4,5,3,23.5,13,26.6,53,85,84,25,0,18,12,0,316,450,5414,1722,157,193,117,164,30,71,24,30,11,49,424,26,2,77,32,35,387,583,77,262,293,34,14,26,2,388,2666,1495,32,10,13
413,352,Sergio Reguilón,DF,17,16,1284,14.3,1,3,1,0,0,3,0,0.07,0.21,0.28,1.2,1.2,3.0,4.2,0.09,0.21,0.3,0.09,0.3,35,2.45,32,1,0,5,0.35,5,0,0,18,13,15,3,46.2,14,28.7,76,86,33,21,5,35,36,0,499,672,8751,3018,241,290,206,265,46,89,19,22,16,38,563,109,13,71,44,505,38,866,232,369,314,36,10,35,3,527,2398,1303,26,6,15
414,353,Declan Rice,MF,19,19,1710,19.0,1,4,1,0,0,5,0,0.05,0.21,0.26,0.5,0.5,1.6,2.2,0.03,0.09,0.11,0.03,0.11,35,1.84,29,1,1,5,0.26,5,0,0,29,25,13,3,48.3,15,31.7,114,125,20,35,13,55,24,0,947,1060,18962,4549,342,374,443,483,148,182,16,15,5,69,1049,11,10,156,20,151,838,1248,369,789,238,28,19,32,2,887,6616,3436,52,9,16
415,354,Taylor Richards,"MF,FW",2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,1,3.6,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,50.0,5,5,0,0,0,0,0,0,22,26,428,110,7,8,12,14,3,3,0,0,0,2,26,0,0,2,0,25,1,31,3,14,16,0,0,1,0,26,123,59,2,0,1
416,355,Richarlison,"FW,MF",11,10,886,9.8,3,2,3,0,0,5,0,0.3,0.2,0.51,2.4,2.4,1.8,4.2,0.24,0.18,0.42,0.24,0.42,21,2.13,19,0,0,3,0.3,3,0,0,6,3,6,4,60.0,2,24.3,26,78,81,17,3,6,9,0,110,170,1671,394,57,78,40,51,7,16,14,7,1,16,163,7,0,61,6,26,118,327,41,132,168,50,10,24,1,216,956,509,5,4,22
417,356,Jaïro Riedewald,MF,3,1,118,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.06,0.0,0.06,3,2.29,2,1,0,0,0.0,0,0,0,2,0,1,1,50.0,2,27.3,7,2,2,4,0,0,2,0,45,54,920,217,13,16,26,27,6,9,2,0,0,4,49,5,2,9,0,42,9,66,19,39,15,1,0,2,0,43,187,73,2,0,1
418,357,Matt Ritchie,DF,16,14,1318,14.6,0,2,0,0,0,5,0,0.0,0.14,0.14,0.4,0.4,1.6,2.1,0.03,0.11,0.14,0.03,0.14,40,2.73,18,21,0,3,0.2,2,1,0,7,11,8,3,43.3,17,30.3,76,54,22,28,2,29,25,0,494,682,10096,5124,221,247,171,212,97,207,29,15,7,47,496,186,33,70,45,433,102,803,255,329,251,10,3,5,1,388,1498,697,9,0,4
419,358,Connor Roberts,DF,1,0,16,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,1,1,0,0,100.0,0,50.0,1,1,0,1,0,0,4,0,6,7,141,67,2,2,2,2,2,3,0,0,0,2,6,1,0,1,0,0,5,14,7,5,2,0,0,0,0,5,18,7,0,0,0
420,359,Tyler Roberts,"MF,FW",19,7,862,9.6,1,1,1,0,0,5,0,0.1,0.1,0.21,2.6,2.6,1.3,3.9,0.27,0.13,0.41,0.27,0.41,26,2.71,20,0,2,1,0.1,1,0,0,7,6,5,3,61.5,5,27.3,23,73,47,8,1,7,8,0,199,271,3078,735,110,135,59,79,18,33,14,11,3,22,255,16,2,50,16,37,214,393,67,187,175,47,8,20,0,282,1633,754,16,9,12
421,360,Andrew Robertson,DF,14,14,1214,13.5,1,5,1,0,0,4,1,0.07,0.37,0.44,1.0,1.0,3.0,4.0,0.07,0.22,0.29,0.07,0.29,46,3.41,34,7,2,7,0.52,6,0,1,7,5,8,4,53.3,7,23.6,33,62,49,21,3,25,33,0,863,1078,15360,5449,411,462,365,431,83,155,27,25,8,94,917,161,17,74,46,867,63,1198,247,577,440,53,8,16,1,755,3344,2037,27,6,10
422,361,Joe Rodon,DF,1,0,79,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,42.9,5,2,0,3,2,2,8,0,17,18,370,118,4,4,10,11,3,3,0,0,0,0,18,0,0,1,0,0,18,31,18,14,1,0,0,0,0,16,49,5,0,0,0
423,362,Rodri,MF,17,17,1472,16.4,3,1,3,0,0,5,0,0.18,0.06,0.24,1.2,1.2,1.0,2.2,0.07,0.06,0.14,0.07,0.14,42,2.57,35,0,2,1,0.06,1,0,0,31,16,22,3,64.9,13,37.8,62,128,40,23,4,17,30,0,1274,1368,26322,4958,432,454,619,651,216,245,15,17,0,89,1348,20,16,238,3,194,1091,1509,302,959,344,26,7,15,1,1071,4343,2129,22,0,11
424,363,Rodrigo,"MF,FW",12,11,897,10.0,2,0,1,1,1,4,0,0.2,0.0,0.2,2.7,1.9,3.0,4.9,0.27,0.3,0.57,0.19,0.49,35,3.51,30,2,1,1,0.1,1,0,0,8,2,5,4,33.3,4,31.3,17,70,60,4,0,7,10,0,236,310,4348,1248,119,152,77,90,33,48,21,15,6,30,287,23,6,57,13,254,35,427,55,216,185,38,8,17,0,298,1417,592,15,5,18
425,364,Jay Rodriguez,FW,13,2,372,4.1,0,1,0,0,0,3,0,0.0,0.24,0.24,1.2,1.2,1.2,2.3,0.28,0.28,0.56,0.28,0.56,7,1.69,5,0,0,1,0.24,1,0,0,3,2,3,1,25.0,3,20.7,14,31,37,8,2,0,0,0,48,76,710,159,32,45,10,21,5,7,4,0,0,5,76,0,0,30,3,2,41,127,17,55,65,17,2,4,0,58,381,141,3,0,5
426,365,Mads Roerslev,DF,9,5,513,5.7,1,1,1,0,0,0,0,0.18,0.18,0.35,0.2,0.2,0.3,0.5,0.04,0.06,0.09,0.04,0.09,5,0.88,3,0,1,2,0.35,1,0,0,3,11,0,1,50.0,8,26.0,50,15,8,11,2,11,14,0,79,130,1456,478,29,41,40,54,9,27,2,2,2,14,122,8,1,24,8,4,100,196,77,74,52,4,1,7,0,102,451,215,3,1,4
