,Rk,Player,Pos,MP,Starts,Min,90s,Gls,Ast,NPG,PG,PA_x,YC,RC,Gls/90,Ast/90,G+A/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,SCA,SCA/90,SCPass,SCDeadPass,SCDrib,GCA,GCA/90,GCPass,GCDeadPass,GCDrib,PossTkl,TklDef3rd,TklMid3rd,TklAtt3rd,DriblTkl%,DriblledPast,%SuccPress,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,ShotBlocks,Interception,Clearances,GoalErrors,TCP,PA_y,TotDist,PrgDist,TSPC,SPA,TMPC,MPA,TLPC,LPA,KeyP,Pass18,Cross18,ProgPass,Live,Dead,FKPass,PressPass,Cross,LeftP,RightP,Touches,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,SuccDrib,AtmpDrib,Nutnegs,Carries,TotDistCarry,PrgDistCarry,CarryAtt3rd,Carry18Yd,CarryDIsp
122,123,Mohamed Elyounoussi,MF,14,10,906,10.1,2,0,2,0,0,2,0,0.2,0.0,0.2,2.8,2.8,0.6,3.4,0.27,0.06,0.34,0.27,0.34,23,2.28,18,0,1,2,0.2,1,0,0,14,5,12,2,44.4,5,28.4,56,98,43,14,0,8,13,0,198,283,2990,700,117,146,67,96,10,28,10,8,0,24,280,3,1,67,17,44,202,429,60,207,201,41,7,15,1,287,1769,1002,24,4,25
123,124,Emerson,DF,14,13,1193,13.3,0,1,0,0,0,3,0,0.0,0.08,0.08,0.4,0.4,1.5,1.9,0.03,0.12,0.15,0.03,0.15,25,1.89,21,0,2,2,0.15,2,0,0,26,42,11,5,50.0,19,26.4,147,107,45,32,2,27,36,0,632,797,9897,3128,355,394,226,288,39,77,16,15,7,44,649,148,16,111,44,82,535,980,303,393,334,31,11,16,0,549,2554,1401,20,4,16
124,125,Oghenekaro Etebo,MF,6,4,371,4.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,4,0.97,4,0,0,0,0.0,0,0,0,10,5,7,0,57.1,3,35.5,28,31,3,5,1,7,6,0,132,147,3111,694,31,34,73,79,28,33,2,3,1,11,137,10,10,14,1,18,126,180,64,110,18,0,4,5,0,139,627,284,2,0,2
125,126,Jonny Evans,DF,10,9,752,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.7,0.7,0.5,1.2,0.09,0.05,0.14,0.09,0.14,4,0.48,3,1,0,2,0.24,1,1,0,6,9,3,1,53.8,6,35.6,36,20,3,15,9,22,26,0,401,493,9061,3249,84,103,248,270,67,117,2,1,0,20,468,25,23,73,0,167,277,565,349,222,16,9,0,1,0,319,1478,684,3,0,0
126,127,Eberechi Eze,MF,2,0,38,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.37,0,1,0,0,0.0,0,0,0,0,0,0,0,,0,14.3,1,4,2,1,0,1,0,0,20,29,333,85,11,12,7,10,2,6,0,0,0,1,26,3,1,2,0,4,24,32,3,15,15,0,0,0,0,19,83,46,1,0,1
127,128,Łukasz Fabiański,GK,20,20,1800,20.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.1,2,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,322,516,12318,8052,26,26,115,116,181,372,1,0,0,0,324,192,38,29,0,30,380,551,550,1,0,0,0,0,0,211,985,482,0,0,0
128,129,Fabinho,MF,14,13,1162,12.9,1,1,1,0,0,4,0,0.08,0.08,0.15,0.8,0.8,0.6,1.4,0.06,0.05,0.11,0.06,0.11,20,1.55,15,0,0,3,0.23,2,0,0,18,7,19,3,29.0,22,31.2,67,116,32,23,5,34,24,0,657,742,12239,2786,256,278,311,334,76,101,8,7,1,57,729,13,13,107,4,58,631,881,183,575,159,8,3,4,0,557,2426,1185,11,2,11
129,130,Kiko Femenía,DF,11,11,848,9.4,0,2,0,0,0,1,0,0.0,0.21,0.21,0.0,0.0,0.8,0.8,0.0,0.08,0.09,0.0,0.09,14,1.49,11,3,0,3,0.32,3,0,0,14,14,7,1,61.1,7,37.4,48,30,13,23,5,28,28,0,296,436,5091,2770,150,173,121,183,22,61,6,5,2,29,318,118,8,43,14,40,254,547,190,223,160,6,2,3,0,242,1320,623,10,1,5
130,131,Nathan Ferguson,DF,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,0,0,0,3,5,23,20,1,1,0,0,0,2,0,0,0,0,3,2,0,1,0,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0
131,132,Bruno Fernandes,MF,18,17,1500,16.7,5,3,5,0,1,5,0,0.3,0.18,0.48,4.0,3.2,4.5,7.7,0.24,0.27,0.51,0.19,0.46,74,4.44,62,9,0,5,0.3,5,0,0,20,12,11,4,30.3,23,29.0,59,148,90,13,0,17,22,2,681,938,13286,3715,315,364,250,319,109,214,49,42,6,94,855,83,17,156,43,52,839,1123,178,510,503,52,11,22,2,715,3383,1888,35,6,27
132,133,Álvaro Fernández,GK,10,10,900,10.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,1,272,409,7833,4421,59,60,121,124,91,224,0,0,0,1,312,97,29,25,0,39,298,435,430,7,0,0,0,0,0,227,1036,631,0,0,0
133,134,Federico Fernández,DF,7,5,523,5.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,0.4,0.3,0.8,0.07,0.06,0.13,0.07,0.13,3,0.52,1,0,0,1,0.17,0,0,0,1,0,1,0,0.0,6,12.1,21,9,3,11,9,13,23,0,183,214,4194,1486,41,46,109,114,33,53,1,0,0,8,207,7,6,20,0,11,190,268,177,93,12,10,0,0,0,170,845,506,0,0,1
134,135,Fernandinho,MF,12,5,520,5.8,1,1,1,0,0,1,0,0.17,0.17,0.35,0.8,0.8,0.8,1.6,0.13,0.13,0.27,0.13,0.27,19,3.29,15,0,0,4,0.69,4,0,0,10,4,10,1,25.0,9,26.0,18,46,9,3,0,6,9,0,375,419,6787,1558,157,171,177,189,36,50,8,12,1,30,414,5,4,55,4,49,352,475,70,327,104,9,4,5,0,360,1595,789,8,0,8
135,136,Roberto Firmino,"FW,MF",11,4,440,4.9,4,2,4,0,0,0,0,0.82,0.41,1.23,4.0,4.0,0.9,4.9,0.82,0.18,1.0,0.82,1.0,16,3.27,15,0,0,3,0.61,2,0,0,7,2,6,3,20.0,4,34.7,13,45,40,7,0,1,1,0,164,212,2674,592,90,97,60,79,14,20,10,6,0,15,204,8,0,41,4,14,183,278,22,138,137,28,6,15,1,189,787,416,10,2,15
136,137,Junior Firpo,DF,13,10,905,10.1,0,0,0,0,0,5,0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,0.05,0.06,0.11,0.05,0.11,25,2.49,17,4,1,1,0.1,0,1,0,18,16,14,4,63.6,8,31.2,78,57,22,14,3,18,22,0,435,521,7354,2707,202,231,196,224,30,52,10,9,2,41,434,87,1,73,12,327,76,636,191,315,177,24,7,13,1,378,1837,1093,18,2,5
137,138,Ashley Fletcher,FW,3,0,30,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.16,0.0,1.16,1.16,1.16,4,12.0,2,0,0,0,0.0,0,0,0,2,2,0,0,100.0,0,11.1,5,3,1,1,1,0,0,0,5,12,88,39,2,8,2,2,1,2,0,0,0,1,12,0,0,6,0,3,4,18,5,6,8,1,0,1,0,7,29,15,0,0,0
138,139,Phil Foden,FW,13,10,921,10.2,5,3,5,0,0,0,0,0.49,0.29,0.78,5.1,5.1,3.5,8.6,0.49,0.35,0.84,0.49,0.84,35,3.42,25,7,0,7,0.68,5,1,0,6,2,2,3,100.0,0,30.6,24,55,94,8,1,8,0,0,445,547,7056,1517,266,289,138,161,37,78,22,19,5,34,488,59,8,77,31,498,26,656,30,239,421,70,12,19,2,495,2157,1064,21,23,32
139,140,Pablo Fornals,"MF,FW",18,16,1355,15.1,4,2,4,0,0,3,0,0.27,0.13,0.4,2.9,2.9,2.1,5.0,0.19,0.14,0.33,0.19,0.33,43,2.86,35,2,1,5,0.33,3,1,0,18,12,11,6,29.4,36,27.2,94,146,76,26,1,23,8,0,444,600,8186,2882,197,230,187,234,52,99,20,18,3,79,565,35,4,101,21,70,497,766,121,367,317,38,9,24,3,513,2568,1398,20,5,17
140,141,Adam Forshaw,MF,11,9,831,9.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,0.02,0.09,0.11,0.02,0.11,18,1.95,17,0,0,0,0.0,0,0,0,11,11,14,1,50.0,12,25.0,54,113,25,10,1,21,12,1,333,396,6298,1426,149,163,118,141,55,71,9,6,0,26,383,13,12,69,3,59,317,492,151,280,97,4,3,9,0,316,1525,629,7,0,12
141,142,Marcus Forss,"FW,MF",6,1,197,2.2,0,1,0,0,0,0,0,0.0,0.46,0.46,0.2,0.2,0.0,0.2,0.09,0.0,0.09,0.09,0.09,2,0.91,1,0,0,1,0.46,0,0,0,1,0,2,1,66.7,1,27.7,10,25,30,3,0,2,0,0,20,35,316,94,14,19,3,10,3,5,0,1,0,4,32,3,0,10,1,3,22,60,3,31,29,8,2,4,0,25,87,47,0,0,1
142,143,Fraser Forster,GK,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0,1,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,45,84,1923,1401,5,5,16,16,24,63,0,0,0,0,48,36,12,5,0,10,57,93,92,1,0,0,0,0,0,34,183,122,0,0,0
143,144,Ben Foster,GK,8,8,720,8.0,0,1,0,0,0,0,0,0.0,0.12,0.12,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,4,0.5,4,0,0,1,0.12,1,0,0,0,0,0,0,0.0,2,0.0,2,0,0,0,0,0,3,0,152,275,6894,5049,12,13,44,46,96,216,1,1,0,0,177,98,30,8,0,193,49,296,293,4,0,0,0,0,0,121,756,489,0,0,0
144,145,Ryan Fraser,MF,14,7,601,6.7,0,1,0,0,0,1,0,0.0,0.15,0.15,0.5,0.5,0.5,1.1,0.08,0.08,0.16,0.08,0.16,12,1.8,6,2,0,2,0.3,1,0,0,3,9,0,0,37.5,5,24.6,21,22,18,3,0,9,3,0,123,180,2154,570,61,74,44,61,16,39,7,5,4,3,166,14,3,25,19,28,138,226,62,85,97,12,1,4,0,149,803,483,9,4,4
145,146,Fred,MF,15,14,1166,13.0,2,1,2,0,0,4,0,0.15,0.08,0.23,0.5,0.5,0.7,1.2,0.04,0.05,0.09,0.04,0.09,28,2.16,21,0,0,3,0.23,2,0,0,22,14,16,6,18.6,35,26.8,112,186,42,26,7,28,20,0,630,749,11777,2907,262,301,274,312,82,107,12,6,1,57,727,22,19,125,2,487,226,911,219,550,175,8,5,12,0,540,1991,952,7,1,16
146,147,Ryan Fredericks,DF,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,1,0,0,0,0,2,2,61,4,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0
147,148,Conor Gallagher,MF,17,17,1480,16.4,6,3,6,0,0,4,0,0.36,0.18,0.55,3.6,3.6,3.1,6.7,0.22,0.19,0.41,0.22,0.41,69,4.2,33,18,3,11,0.67,7,0,2,28,25,10,10,27.6,21,29.2,109,188,87,24,6,18,17,0,495,632,9146,2468,225,258,188,227,70,119,29,15,6,39,556,76,44,100,38,49,549,864,160,416,346,58,30,42,0,575,2760,1192,18,9,31
148,149,Dwight Gayle,FW,4,0,31,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.05,0.19,0.14,0.19,1,2.9,1,0,0,0,0.0,0,0,0,1,0,2,0,,0,25.0,1,9,2,0,0,0,0,0,6,8,69,2,5,6,1,1,0,0,1,0,0,0,8,0,0,3,0,0,7,13,0,8,6,1,0,0,0,9,16,7,0,0,0
149,150,Jean-Philippe Gbamin,MF,3,1,67,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,1,1,1,0,0.0,1,50.0,8,3,3,0,0,0,1,0,16,21,224,20,12,14,3,5,1,2,0,0,0,0,20,1,1,3,0,4,14,28,8,22,1,0,1,2,0,19,113,69,0,0,2
150,151,David de Gea,GK,19,19,1710,19.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.16,3,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,323,447,9434,5700,56,57,145,150,119,235,0,0,0,0,258,189,32,25,0,24,343,501,501,0,0,0,0,0,0,168,769,397,0,0,0
151,152,Joe Gelhardt,FW,7,2,307,3.4,1,1,1,0,0,2,0,0.29,0.29,0.59,1.1,1.1,0.2,1.3,0.32,0.06,0.38,0.32,0.38,10,2.93,5,0,1,4,1.17,1,0,1,2,1,0,1,100.0,0,35.3,10,40,35,1,0,2,1,0,42,57,542,158,24,30,12,15,1,5,3,2,0,5,46,11,0,13,1,40,11,107,9,58,51,21,10,19,0,87,423,262,4,3,7
152,153,Anwar El Ghazi,"FW,MF",9,4,386,4.3,1,1,0,1,1,2,0,0.23,0.23,0.47,1.1,0.3,0.4,0.7,0.25,0.09,0.33,0.07,0.16,11,2.56,8,1,1,2,0.47,2,0,0,3,1,2,0,33.3,4,37.5,7,24,17,5,0,2,2,0,82,115,1262,370,50,58,26,41,5,8,4,6,4,7,113,2,0,23,11,19,82,184,16,65,117,17,3,12,2,120,626,416,6,4,10
153,154,Saman Ghoddos,"MF,DF",11,2,349,3.9,1,1,1,0,0,2,0,0.26,0.26,0.52,0.6,0.6,0.8,1.5,0.16,0.21,0.38,0.16,0.38,19,4.9,13,2,0,2,0.52,1,0,0,6,4,6,2,54.5,5,23.5,26,37,22,6,0,5,7,0,108,157,2058,694,51,68,37,50,19,33,4,8,1,16,138,19,9,13,10,12,126,204,40,94,83,17,4,5,1,111,612,384,7,2,2
154,155,Dimitris Giannoulis,DF,10,7,535,5.9,0,1,0,0,0,1,0,0.0,0.17,0.17,0.1,0.1,0.3,0.4,0.01,0.05,0.06,0.01,0.06,7,1.18,6,1,0,1,0.17,1,0,0,6,7,7,1,81.8,2,26.7,46,28,16,21,2,18,12,0,247,327,4007,1636,128,145,97,124,19,47,5,5,1,16,267,60,6,55,17,239,25,417,165,191,92,7,16,28,1,273,1416,790,5,3,5
155,156,Morgan Gibbs-White,"FW,MF",2,0,9,0.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.22,0.0,1.22,1.22,1.22,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,1,1,1,1,0,0,0,0,7,10,74,28,5,6,1,1,0,1,0,0,0,1,9,1,0,1,0,1,8,13,3,3,8,3,0,0,0,7,18,12,1,0,0
156,157,Ben Gibson,DF,15,15,1324,14.7,0,0,0,0,0,4,1,0.0,0.0,0.0,1.1,1.1,0.0,1.1,0.07,0.0,0.08,0.07,0.08,7,0.48,7,0,0,0,0.0,0,0,0,8,8,3,0,75.0,1,39.7,44,31,3,32,18,27,89,0,695,825,16466,6355,160,175,368,397,163,238,2,6,0,59,792,33,26,87,0,705,50,994,593,418,44,18,1,3,0,602,3242,2083,12,0,3
157,158,Billy Gilmour,MF,12,12,1053,11.7,0,1,0,0,0,2,0,0.0,0.09,0.09,0.3,0.3,1.1,1.4,0.03,0.09,0.12,0.03,0.12,33,2.82,15,15,1,1,0.09,0,1,0,17,13,17,3,46.4,15,24.0,97,117,32,12,2,21,21,0,597,740,13065,3275,202,226,248,280,135,209,17,11,1,61,663,77,32,80,11,55,646,848,216,489,198,5,6,13,1,499,2812,1216,20,0,7
158,159,Ben Godfrey,DF,15,15,1309,14.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,0.06,0.04,0.1,0.06,0.1,21,1.44,18,0,1,2,0.14,1,0,0,17,19,13,4,45.5,12,31.2,95,78,13,37,15,39,50,2,363,487,6918,2745,133,157,179,233,44,79,10,12,7,22,420,67,9,51,11,31,353,660,312,272,115,16,4,6,0,334,1890,943,17,1,6
159,160,André Gomes,MF,7,2,256,2.8,0,1,0,0,0,1,0,0.0,0.35,0.35,0.6,0.6,0.2,0.8,0.2,0.07,0.27,0.2,0.27,9,3.16,6,0,2,2,0.7,1,0,1,4,2,2,2,20.0,4,29.7,19,33,22,4,1,4,0,0,80,101,1516,404,38,47,28,30,11,16,4,2,0,8,99,2,0,25,2,21,73,144,26,62,66,7,5,5,1,95,465,253,1,1,7
160,161,Joe Gomez,DF,3,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,1,1,0,8,14,167,31,2,4,4,6,2,3,0,0,0,0,12,2,0,2,0,0,8,16,4,9,3,0,0,0,0,7,6,1,0,0,0
161,162,Charlie Goode,DF,6,4,450,5.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.03,0.07,0.1,0.03,0.1,12,2.4,2,7,1,0,0.0,0,0,0,5,6,2,0,80.0,1,41.7,20,13,3,5,2,5,13,0,186,294,4583,1358,35,52,96,137,54,97,7,2,1,11,220,74,8,26,14,18,170,332,119,160,74,11,5,7,0,160,960,471,7,0,1
162,163,Anthony Gordon,"MF,FW",15,8,791,8.8,2,1,2,0,0,1,0,0.23,0.11,0.34,1.4,1.4,0.8,2.2,0.16,0.09,0.25,0.16,0.25,21,2.39,11,3,1,2,0.23,0,1,0,15,11,9,2,30.4,16,29.2,47,71,43,23,3,15,3,0,187,264,2955,800,98,121,59,80,18,35,8,6,4,19,247,17,6,54,21,35,208,397,73,154,205,32,12,23,3,270,1856,1022,15,7,13
163,164,Dan Gosling,MF,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4,20.0,2,3,0,0,0,0,1,0,5,7,61,6,4,5,1,1,0,1,0,0,0,0,7,0,0,1,0,2,4,9,6,3,1,0,0,0,0,3,5,5,0,0,0
164,165,Demarai Gray,"MF,FW",17,16,1326,14.7,5,2,5,0,0,3,0,0.34,0.14,0.48,2.7,2.7,2.3,5.0,0.18,0.16,0.34,0.18,0.34,49,3.33,29,5,8,4,0.27,2,0,1,11,5,7,5,50.0,7,32.0,33,70,66,15,0,10,6,1,300,416,5641,1157,125,149,116,151,43,81,22,12,6,22,379,37,13,84,37,41,355,613,51,246,382,56,24,47,3,472,3272,1884,38,20,26
165,166,Jack Grealish,FW,14,13,1062,11.8,2,2,2,0,0,1,0,0.17,0.17,0.34,3.5,3.5,3.2,6.8,0.3,0.27,0.57,0.3,0.57,66,5.59,52,1,3,4,0.34,4,0,0,5,2,5,1,28.6,5,35.9,20,53,72,7,2,7,1,0,489,563,6977,1349,299,326,164,180,17,25,33,22,3,41,546,17,3,110,20,43,501,697,39,260,459,114,16,31,0,611,4460,2830,37,55,21
166,167,Mason Greenwood,"FW,MF",15,13,1032,11.5,4,1,4,0,0,1,0,0.35,0.09,0.44,3.1,3.1,1.6,4.7,0.27,0.14,0.41,0.27,0.41,41,3.58,34,0,4,7,0.61,6,0,0,7,6,1,6,30.0,7,27.7,30,48,52,4,0,4,4,0,318,412,5911,1317,148,171,133,161,33,61,15,11,3,29,396,16,2,79,20,312,88,539,58,235,284,50,23,39,3,419,2738,1628,21,22,16
167,168,Sam Greenwood,MF,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,0,2,1,0,0,0,0,0,5,7,109,0,0,0,2,2,2,3,0,0,0,0,7,0,0,1,0,3,4,8,1,5,3,0,0,0,0,7,44,8,1,0,0
168,169,Pascal Groß,"MF,DF",12,10,855,9.5,0,2,0,0,0,0,0,0.0,0.21,0.21,0.8,0.8,1.8,2.6,0.08,0.19,0.28,0.08,0.28,41,4.32,23,15,0,2,0.21,1,1,0,10,12,3,0,43.8,9,25.6,58,47,28,17,2,9,14,0,460,586,8894,2388,194,209,190,230,70,121,25,15,6,40,495,91,18,70,25,87,459,673,138,293,271,22,2,4,0,389,1822,784,14,2,9
169,170,Vicente Guaita,GK,18,18,1620,18.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,0,0,1,448,560,12004,6258,115,115,186,187,142,253,0,0,0,0,419,141,25,41,0,72,368,605,604,1,0,0,0,0,0,300,1150,559,0,0,0
170,171,Marc Guéhi,DF,19,19,1710,19.0,2,0,2,0,0,4,0,0.11,0.0,0.11,1.5,1.5,0.0,1.6,0.08,0.0,0.08,0.08,0.08,7,0.37,7,0,0,0,0.0,0,0,0,17,14,6,2,75.0,3,43.8,80,41,7,30,18,26,74,0,1057,1208,22230,7274,303,324,610,654,140,218,1,2,0,57,1167,41,39,89,1,352,784,1375,804,614,46,13,7,9,0,953,5251,2884,15,1,2
171,172,İlkay Gündoğan,MF,14,12,1056,11.7,4,3,4,0,0,1,0,0.34,0.26,0.6,5.2,5.2,2.4,7.7,0.45,0.21,0.65,0.45,0.65,41,3.49,31,9,1,4,0.34,4,0,0,4,3,7,1,33.3,10,26.2,31,49,27,9,2,10,7,0,621,726,10837,2211,311,332,223,252,75,116,24,18,1,47,659,67,17,76,16,202,499,827,86,421,377,59,12,17,1,569,2808,1323,27,6,13
172,173,Angus Gunn,GK,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,44,65,1396,812,10,10,14,15,20,40,0,0,0,0,46,19,7,4,0,1,55,70,70,0,0,0,0,0,0,28,110,64,0,0,0
173,174,Grant Hanley,DF,15,15,1277,14.2,1,0,1,0,0,1,0,0.07,0.0,0.07,0.8,0.8,0.2,1.0,0.05,0.01,0.07,0.05,0.07,6,0.42,3,0,0,0,0.0,0,0,0,21,15,10,1,81.8,2,43.1,88,38,4,25,17,29,72,1,578,661,13118,2786,138,154,305,330,126,162,3,1,0,18,633,28,28,62,0,41,549,833,531,314,21,15,4,6,0,463,1887,878,1,0,1
174,175,Jack Harrison,"MF,FW",16,14,1166,13.0,1,1,1,0,0,2,0,0.08,0.08,0.15,1.0,1.0,1.2,2.2,0.08,0.09,0.17,0.08,0.17,36,2.78,26,1,3,3,0.23,1,0,1,11,7,6,5,48.0,13,24.9,63,81,65,23,0,13,16,0,303,456,4735,1575,187,231,87,135,24,61,19,16,3,47,438,18,1,84,47,293,127,628,115,260,305,46,19,39,4,481,3063,2000,31,19,33
175,176,Kortney Hause,DF,5,4,351,3.9,1,0,1,0,0,0,0,0.26,0.0,0.26,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,0,0.0,0,0,0,0,0.0,0,0,0,4,3,0,1,100.0,0,42.9,25,16,1,8,4,9,16,0,118,159,2593,759,36,40,54,69,27,46,0,0,0,4,155,4,4,27,1,121,16,197,118,84,9,5,2,4,0,115,735,385,0,0,2
176,177,Kai Havertz,"FW,MF",15,12,934,10.4,2,1,2,0,0,0,0,0.19,0.1,0.29,3.1,3.1,0.7,3.8,0.3,0.07,0.36,0.3,0.36,22,2.12,15,0,0,2,0.19,1,0,0,7,2,9,2,28.6,5,30.1,15,72,89,22,0,5,19,0,265,327,3737,687,163,183,69,91,16,21,3,8,1,23,316,11,0,89,9,230,70,487,55,232,230,61,10,24,1,336,1880,957,12,15,20
177,178,Isaac Hayden,"MF,DF",14,12,1002,11.1,1,0,1,0,0,5,0,0.09,0.0,0.09,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,6,0.54,6,0,0,0,0.0,0,0,0,18,17,12,5,34.8,15,27.3,77,96,21,22,9,20,28,0,255,318,4657,912,110,130,115,135,28,41,2,1,1,9,302,16,9,67,5,36,248,460,181,218,76,10,8,13,0,247,847,361,7,1,10
178,179,Hwang Hee-chan,"FW,MF",14,11,979,10.9,4,0,4,0,0,1,0,0.37,0.0,0.37,2.2,2.2,1.0,3.2,0.2,0.09,0.29,0.2,0.29,12,1.1,9,0,1,0,0.0,0,0,0,6,2,12,1,34.8,15,26.3,34,73,45,9,0,10,6,1,255,317,4313,567,137,165,83,97,29,39,7,4,0,13,312,5,0,60,7,35,260,443,68,240,176,39,17,37,6,336,2002,1042,18,11,20
179,180,Jordan Henderson,MF,18,16,1387,15.4,2,3,2,0,0,2,0,0.13,0.19,0.32,1.0,1.0,2.3,3.3,0.06,0.15,0.21,0.06,0.21,44,2.86,40,2,2,6,0.39,6,0,0,16,3,14,4,38.1,13,33.2,59,131,48,14,0,26,10,0,998,1192,19240,4638,404,445,449,515,134,192,23,30,8,87,1151,41,11,146,28,151,981,1304,164,824,396,28,8,14,2,879,3947,1752,36,4,7
180,181,Jeff Hendrick,MF,3,0,72,0.8,1,0,1,0,0,0,0,1.25,0.0,1.25,0.0,0.0,0.0,0.1,0.04,0.06,0.1,0.04,0.1,1,1.25,1,0,0,0,0.0,0,0,0,1,0,1,0,100.0,0,12.5,2,11,3,0,0,0,1,0,24,27,452,30,10,11,11,11,3,4,1,0,0,1,27,0,0,5,0,0,26,32,4,20,9,1,1,1,1,25,75,26,0,0,1
181,182,Wayne Hennessey,GK,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.06,0.0,0.06,3,1.5,1,2,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,0,0,0,40,80,2118,1853,1,1,8,8,31,71,3,0,0,0,43,37,15,3,0,8,60,87,83,4,0,0,0,0,0,26,156,131,0,0,0
182,183,Rico Henry,DF,16,16,1374,15.3,2,0,2,0,0,2,0,0.13,0.0,0.13,1.1,1.1,0.6,1.7,0.07,0.04,0.11,0.07,0.11,23,1.51,19,0,3,0,0.0,0,0,0,15,8,5,3,20.0,12,32.0,67,68,37,34,6,30,27,0,410,563,6920,2109,194,228,165,216,41,79,9,12,6,47,535,28,5,97,21,435,42,728,225,322,229,15,13,30,1,472,2212,1080,15,2,28
